store_id,store_name,existing_address,existing_latitude,existing_longitude,excel_naver_url,excel_address,conflict_reason,recommended_action
44a0e464d6d22c38,중앙돈까스 국동점,전남광주통합특별시 여수시 신월로 655,34.731021274463906,127.71717262931807,https://naver.me/5XcB326N,전남 여수시 신월로 655 서희아파트상가 A동 2층 205호 중앙돈까스,기존 좌표와 엑셀 주소 좌표가 약 226m 차이,기존 좌표와 네이버 장소 페이지를 수동 대조
e9dc60119d9cdfb5,파리바게뜨 여수국동점,전남광주통합특별시 여수시 신월로 655,34.731001489703495,127.71716481552508,https://naver.me/5CFsaPRS,"전남 여수시 신월로 655 (국동, 서희스타힐스) 서희스타힐스상가",기존 좌표와 엑셀 주소 좌표가 약 225m 차이,기존 좌표와 네이버 장소 페이지를 수동 대조
ef2eacdbb6233f97,피자스쿨 여수국동점,전남광주통합특별시 여수시 신월로 655,34.7308424902105,127.717071727605,https://naver.me/FeX477Lh,전남 여수시 신월로 655 서희스타힐스,기존 좌표와 엑셀 주소 좌표가 약 212m 차이,기존 좌표와 네이버 장소 페이지를 수동 대조
