store_id,store_name,neighborhood,excel_sheet,excel_naver_url_exists,extracted_address,kakao_query,unresolved_reason,recommended_action
1fe48c8f1857b4d2,맛있는 전시회 국동점,국동,,no,,맛있는 전시회 국동점 국동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
dfa033316cfcecf7,맵도리닭 봉산점,봉산동,,no,,맵도리닭 봉산점 봉산동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
0a5ea9fd4c080ed0,멜로우 국동점,국동,,no,,멜로우 국동점 국동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
e1089d6ba40ec342,명품1인도시락&시원냉면밀면(국동),국동,,no,,명품1인도시락&시원냉면밀면(국동) 국동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
dd932b154f9ea0e6,모도리보쌈족발 여수본점(봉산동),봉산동,,no,,모도리보쌈족발 여수본점(봉산동) 봉산동,네이버지도 링크는 있으나 주소 추출 실패,단축링크 최종 목적지와 네이버 장소 페이지를 수동 확인
576a1f68d57eaf29,몬스터탕수육 여수학동점,학동,,no,,몬스터탕수육 여수학동점 학동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
315dee55700b0a02,못말리는파닭 덕충점,덕충동,,no,,못말리는파닭 덕충점 덕충동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
876cb9bc8fa15d8e,미친 짜글이 서교점,서교동,,no,,미친 짜글이 서교점 서교동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
1ddcb01bb576c2e3,바른보쌈1990 문수점,문수동,,no,,바른보쌈1990 문수점 문수동,네이버지도 링크는 있으나 주소 추출 실패,단축링크 최종 목적지와 네이버 장소 페이지를 수동 확인
51ed482a660b8247,바삭한 휴게소 여서점,여서동,,no,,바삭한 휴게소 여서점 여서동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
4b5980481e1d5f41,박스터지는 두마리치킨 여수문수점,문수동,,no,,박스터지는 두마리치킨 여수문수점 문수동,네이버지도 링크 없음,기존 Notion 페이지에 해당 가게의 정확한 네이버지도 링크 확인
a16ab5b99748d6a2,반반한족발닭발 학동점,학동,,no,,반반한족발닭발 학동점 학동,네이버지도 링크는 있으나 주소 추출 실패,단축링크 최종 목적지와 네이버 장소 페이지를 수동 확인
